stock_symbol,company_name,abbreviation,sector_id,address,chairman,general_manager,spokesperson,spokesperson_title,founding_date,otc_listed_date,outstanding_common_shares,private_placement_common_shares,preferred_shares,common_stock_dividend_frequency,common_stock_dividend_decision_level,accounting_firm,accountant_1,accountant_2,website
1240,茂生農經股份有限公司,茂生農經,34,台北市和平西路一段三十號二樓,吳清德,吳清德,林信鴻,公司治理主管,1967-02-18,2018-08-08,41338666,0,0,每年,股東會,勤業眾信聯合會計師事務所,陳重成,黃海悅,https://www.morn-sun.com.tw/?@
1259,安心食品服務股份有限公司,安心,30,台北市大安區仁愛路3段136號2樓201室,黃茂雄,謝靜慧,高順興,副董事長,1990-11-23,2011-12-15,32389500,0,0,每年,董事會,資誠聯合會計師事務所,徐明釧,邱昭賢,http://www.mos.com.tw
1264,德麥食品股份有限公司,德麥,8,新北市五股區五權五路31號,林雪嬌,吳文欽,邱俊榮,財務經理,1989-06-29,2015-04-09,37052367,0,0,每年,董事會,勤業眾信聯合會計師事務所,張耿禧,劉力維,http://www.tehmag.com.tw
1268,漢來美食股份有限公司,漢來美食,30,高雄市前金區成功一路266號21樓之1,林淑婷,林淑婷,柯柏良,財務長,2003-01-09,2017-09-27,42223730,0,0,每年,董事會,勤業眾信聯合會計師事務所,陳珍麗,張慈媛,www.hilai-foods.com
1294,漢田生技股份有限公司,漢田生技,8,彰化縣溪湖鎮西溪里工業路101號,李雨霖,李雨霖,劉騏豪,財務長,2007-10-22,2024-09-26,27623263,0,0,每年,董事會,勤業眾信聯合會計師事務所,陳明煇會計師,吳恪昌會計師,https://www.htbios.com/
1295,生合生物科技股份有限公司,生合,8,高雄市路竹區北嶺六路66號,楊連傳,楊三連(執行長),張秀如,副總經理,2000-06-01,2025-05-27,31354800,0,0,每年,董事會,安侯建業聯合會計師事務所,高鈺倫,陳永祥,http://www.synbiotech.com
1336,台翰精密科技股份有限公司,台翰,13,桃園市龜山區民生北路一段568號1樓,蔡鎮隆,蔡鎮隆,李晉誠,執行副總經理,1987-08-28,2007-11-02,77614419,0,0,每年,董事會,資誠聯合會計師事務所,葉翠苗,林佳鴻,www.thpt.com.tw
1565,精華光學股份有限公司,精華,19,新北市汐止區大同路一段276之2號4、5樓,陳明賢,周育然,周華玲,稽核室副理,1986-09-24,2004-03-30,50416516,0,0,每年,董事會,資誠聯合會計師事務所,蔡蓓華,游淑芬,http://www.stshine.com.tw
1569,濱川企業股份有限公司,濱川,12,高雄市大寮區大發工業區興業路二號,蕭欽銘,蕭欽群,李璠,副總經理,1983-03-30,2005-07-29,121447441,0,0,每年,股東會,勤業眾信聯合會計師事務所,劉裕祥,許瑞軒,https://www.hamagawa.com.tw/
1570,力肯實業股份有限公司,力肯,11,新北市八里區博物館路81號,溫銘漢,溫銘漢,溫銘漢,董事長兼總經理,1983-12-23,2005-06-30,51500839,0,0,每年,股東會,勤業眾信聯合會計師事務所,龔則立會計師,方涵妮會計師,www.depoan.com
1580,新麥企業股份有限公司,新麥,11,新北市五股區五權六路23號,謝順和,謝順和,蕭淑娟,副總經理,1983-09-27,2007-12-10,50230242,0,0,每年,董事會,勤業眾信聯合會計師事務所,張耿禧,劉力維,www.sinmag.com.tw
1584,精剛精密科技股份有限公司,精剛,33,台南市柳營區工一路15號(環保科技園區),王炯棻,邱俊宏 (兼任),邱俊宏,執行長,2002-05-15,2007-11-28,232470533,0,0,每年,股東會,資誠聯合會計師事務所,田中玉,徐惠榆,http://www.s-tech.com.tw
1586,和勤精機股份有限公司,和勤,11,彰化縣伸港鄉興工路40號,黃亦翔,黃亦翔,黃湘怡,集團副總經理,1992-11-09,2012-01-09,106849467,20000000,0,每年,董事會,安侯建業聯合會計師事務所,高鈺倫,陳宗哲,http://www.cftc.tw
1591,英屬開曼群島商駿吉控股(股)公司,駿吉-KY,11,"Suite 102, Cannon Place, North Sound Rd., George Town",意欣國際有限公司,胡德立,張志銘,副總經理,2009-11-19,2012-03-23,38048047,3250000,0,每半會計年度,董事會,安永聯合會計師事務所,楊弘斌,林世寰,http://inmaxholding.com/
1593,祺驊股份有限公司,祺驊,32,新竹縣湖口鄉德興路231號,李佳蓉,李佳蓉,黃寧民,財務部副總經理,1997-03-15,2012-06-13,39784772,0,0,每季,董事會,勤業眾信聯合會計師事務所,邱鏞銘,張至誼,http://www.chihua.com.tw
1595,川寶科技股份有限公司,川寶,13,桃園市蘆竹區長興路三段277巷33號,張鴻明,曾偉倫,簡麗真,協理,1999-02-19,2011-10-04,54099230,0,0,每年,董事會,勤業眾信聯合會計師事務所,方蘇立,張至誼,http://www.cbtech.com.tw/
1599,宏佳騰動力科技股份有限公司,宏佳騰,11,台南市山上區南洲里南洲41號,鍾杰霖,鍾杰霖,林佳慧,經理,2003-12-25,2012-12-25,74528764,0,0,每年,董事會,資誠聯合會計師事務所,林姿妤,葉芳婷,www.aeonmotor.com
1742,台灣蠟品股份有限公司,台蠟,3,嘉義縣民雄工業區中正路一號,林哲印,待聘任,曾柏堯,財務主管,1987-08-13,2004-05-14,92671300,46057341,0,每年,股東會,霈昇聯合會計師事務所,林育雅,邱奕志,http://www.wax.com.tw/
1777,生泰合成工業股份有限公司,生泰,19,台南市新營區開元路168號,蕭振明,洪俊誠,蕭振明,董事長,1982-11-09,2005-10-19,44591713,0,0,每年,董事會,資誠聯合會計師事務所,葉芳婷,徐惠榆,https://www.syn-tech.com.tw
1781,合世生醫科技股份有限公司,合世,19,新北市中和區建一路186號9樓,楊國和,李紹弘,李淑芬,財務處副總,1996-12-16,2004-12-24,47407605,0,0,每年,股東會,資誠聯合會計師事務所,周筱姿,林冠宏,www.healthandlife.com.tw
1784,訊聯生物科技股份有限公司,訊聯,19,台北市內湖區新湖一路36巷28號1樓,蔡政憲,康清原,康清原,總經理,2000-08-17,2007-07-26,53121191,0,0,每半會計年度,董事會,資誠聯合會計師事務所,黃珮娟,鄧聖偉,http://www.BionetCorp.com
1785,光洋應用材料科技股份有限公司,光洋科,14,台南市安南區工業三路1號,&#40644;&#21843;峰,&#40644;&#21843;峰,&#40644;&#21843;峰,董事長暨總經理,1978-08-29,2005-01-31,596071243,0,0,每年,董事會,勤業眾信聯合會計師事務所,楊朝欽,李季珍,http://www.solartech.com.tw/tw/index.html
1788,杏昌生技股份有限公司,杏昌,19,新北市三重區重新路5段609巷2號8樓之2,李忠良,陳國師,李映芬,管理處副總經理,1989-02-13,2009-07-20,44520971,0,0,每年,股東會,安侯建業聯合會計師事務所,楊樹芝,洪士剛,www.hiclearance.com.tw
1796,金穎生物科技股份有限公司,金穎生技,8,台南市新營區新工路33號,張曉莉,金晉德,蕭興義,副總經理,1999-07-17,2018-01-22,41459793,0,0,每年,董事會,資誠聯合會計師事務所,徐惠榆,林姿妤,http://www.geneferm.com
1799,易威生醫科技股份有限公司,易威,19,新竹科學園區新竹市東區研發二路10號1樓,林翰飛,李艾平,吳雪君,財務協理,1998-08-10,2008-11-10,124689527,77002580,0,每年,股東會,資誠聯合會計師事務所,劉倩瑜,鄭雅慧,http://www.easywellbio.com
1813,寶利徠光學科技股份有限公司,寶利徠,19,33759桃園市大園區南港里11鄰長發路406號,宋一新,倪鏡如,倪鏡如,總經理,1993-09-22,2009-08-04,46635510,0,0,每年,董事會,勤業眾信聯合會計師事務所,趙永祥,陳彥君,http://www.gialens.com.tw?@
1815,富喬工業股份有限公司,富喬,13,雲林縣斗六市榴南里斗工十六路8號,張元賓,陳壁程,胡銘倫,協理,1999-01-14,2006-01-23,520430396,0,0,每年,股東會,勤業眾信聯合會計師事務所,王儀雯,林文欽,http://www.ffg.com.tw
2035,唐榮鐵工廠股份有限公司,唐榮公司,5,高雄市小港區沿海二路四號,趙健在,周明宏,劉岳前,管理部門副總經理,1955-04-26,2006-07-07,350000000,0,0,每年,股東會,安侯建業會計師事務所,黃欣婷,韓沂璉,http://www.tangeng.com.tw
2061,風青實業股份有限公司,風青,20,高雄市苓雅區新光路38號30樓之4,陳福得,陳信宇,蔡玉賢,稽核主管,1994-09-10,2010-12-09,57378052,0,0,每季,董事會,資誠聯合會計師事務所,吳建志,王駿凱,http://www.fcm.com.tw
2063,世鎧精密股份有限公司,世鎧,5,高雄市岡山區本洲里本工一路一號,杜泰源,陳駿彥,鄭守傑,副總經理,1992-04-28,2010-09-07,48101453,0,0,每季,董事會,勤業眾信聯合會計師事務所,許凱甯,郭麗園,www.shehkai.com.tw
2064,晉椿工業股份有限公司,晉椿,5,50544彰化縣鹿港鎮鹿工路24號,陳譽,蕭良賢,陳譽,董事長,1971-05-10,2014-12-26,69330000,0,0,每年,董事會,安侯建業聯合會計師事務所,黃柏淑,吳仲舜,http://www.camelliametal.com
2065,世豐螺絲股份有限公司,世豐,5,(82547)高雄市橋頭區頂鹽里復興西路810號,杜泰源,陳駿彥,陳秀珠,副總,1973-08-09,2017-04-21,59432204,0,0,每季,董事會,安侯建業聯合會計師事務所,蘇彥達,許振隆,www.shehfung.com
2066,世德工業股份有限公司,世德,11,高雄市大寮區(831)大發工業區華西路20號,陳光裕,"Schermbach, Martin Alexander",陳怡樺,財務主管,1988-01-29,2013-09-24,44761917,0,0,每半會計年度,董事會,安侯建業聯合會計師事務所,陳永祥,許振隆,www.sumeeko.com
2067,嘉鋼精密工業股份有限公司,嘉鋼,11,(62155)嘉義縣民雄鄉民雄工業區成功二街21號,曹光照,陳龍芳,曹恆健,副董事長,1974-04-11,2014-05-26,45138177,0,0,每年,董事會,國富浩華聯合會計師事務所,李國銘,謝仁耀,http://www.cysteel.com.tw/
2070,精湛光學科技股份有限公司,精湛,11,高雄市湖內區忠孝街110巷58號,吳俊男,許宏安,許宏安,總經理,1994-09-21,2018-12-17,35782800,0,0,每半會計年度,董事會,資誠聯合會計師事務所,葉芳婷,林姿妤,http://www.ccm3s.com/
2073,雄順金屬股份有限公司,雄順,5,高雄市路竹區順安路393號,陳啟祥,陳啟祥,林上文,副總經理,2010-04-21,2023-06-21,27500000,0,0,每年,股東會,勤業眾信聯合會計師事務所,劉裕祥,許凱甯,www.ssmc.com.tw
2221,大甲永和機械工業股份有限公司,大甲,33,台中市大甲區幼獅路69號,黃士峰,鍾志清,鍾志清,總經理,1977-08-19,2007-08-01,42325000,0,0,每年,股東會,勤業眾信聯合會計師事務所,蔣淑菁,劉力維,http://www.yhmco.com.tw/
2230,泰茂實業股份有限公司,泰茂,11,(72046)台南市官田區二鎮里實踐街10號,呂萬賢,呂萬傑,呂萬傑,總經理,1991-02-06,2013-04-18,56691338,0,0,每年,股東會,勤業眾信聯合會計師事務所,廖鴻儒,王騰葦,http://www.ctico.com.tw/
2235,謚源實業股份有限公司,謚源,11,33378桃園市龜山區大華里頂湖路24號,吳碣石,吳碣石,王妤暄,發言人,1987-04-16,2014-12-15,35878000,0,0,每年,股東會,安永聯合會計師事務所,李育儒,王瑄瑄,www.tiy-motor.com
2596,綠意開發股份有限公司,綠意,22,台北市市民大道五段69號2樓,許燈城,許燈城,許志豪,特別助理,2001-05-04,2009-06-01,100000000,0,0,每年,股東會,安侯建業聯合會計師事務所,陳雅琳,唐嘉鍵,www.realycorp.com.tw
2640,台灣大車隊股份有限公司,大車隊,17,台北市中山區長安東路二段162號2樓,林村田,楊榮輝,林念臻,執行長,2005-09-09,2012-11-07,59264956,0,0,每年,董事會,資誠聯合會計師事務所,支秉鈞,李秀玲,www.taiwantaxi.com.tw
2641,正德海運股份有限公司,正德,29,(802)高雄市苓雅區海邊路31號3樓,蔡邦權,蔡邦權,林勝鶴,副總經理,1998-09-29,2014-10-09,318271229,0,0,每年,董事會,資誠聯合會計師事務所,王駿凱,廖阿甚,www.franbo.com.tw
2643,捷迅股份有限公司,捷迅,29,台北市內湖區瑞光路34號4樓,顧城明,孫鋼銀,葉子菁,副總經理,1984-02-13,2016-03-04,35000000,0,0,每年,董事會,勤業眾信聯合會計師事務所,黃海悅,劉力維,http://www.soonest.com
2718,全心投資控股股份有限公司,全心投控,22,台北市松山區八德路三段30號7樓,楊顯玲,劉潔芝,劉潔芝,總經理,1977-04-08,2011-03-29,87576000,15000000,0,每季,董事會,資誠聯合會計師事務所,李秀玲,徐聖忠,www.allmindholdings.com.tw
2719,台鋼燦星國際旅行社股份有限公司,燦星旅,30,台北市中山區民生東路二段161、163號7樓,侯佑霖,葉雪英,羅俊英,副總經理,2003-02-24,2012-02-24,68969500,60581954,0,每年,股東會,資誠聯合會計師事務所,田中玉,徐惠榆,www.startravel.com.tw
2724,藝舍國際創新股份有限公司,藝舍-KY,30,新北市板橋區華江一路111號13樓之6,賴運興,賴運興,賴運興,董事長,2002-01-15,2012-05-29,59656345,40570200,0,每年,股東會,安侯建業聯合會計師事務所,池世欽,黃欣婷,https://www.aagd.com.tw/
2726,雅茗天地股份有限公司,雅茗-KY,30,臺北市內湖區新湖一路77號6樓,吳伯超,江錫毅,江錫毅,總經理,2009-12-22,2014-12-24,27922454,3000000,0,每年,董事會,勤業眾信聯合會計師事務所,張至誼,洪國田,http://www.yummy-town.tw/
2729,瓦城泰統股份有限公司,瓦城,30,新北市中和區建一路176號7樓之1,徐承義,徐承義,黃婉琳,投資人關係經理,2000-09-08,2012-09-17,39500984,0,0,每年,股東會,資誠聯合會計師事務所,王菘澤,游淑芬,http://www.ttfb.com
2732,六角國際事業股份有限公司,六角,30,新竹縣竹北市高鐵九路98號,王耀輝,王耀輝,謝婷韻,投資人關係經理,2004-02-16,2015-01-20,46518570,0,0,每季,董事會,勤業眾信聯合會計師事務所,劉怡青,張正修,http://www.lakaffagroup.com/
2734,易飛網國際旅行社股份有限公司,易飛網,30,台北市中正區衡陽路51號2樓之1,周昀生,周昀生,周昀生,董事長,1999-12-22,2013-12-26,57259760,0,0,每年,股東會,安侯建業聯合會計師事務所,黃泳華,鄭安志,https://www.ezfly.com/
2736,富野大飯店股份有限公司,富野,30,台東縣卑南鄉溫泉村龍泉路30-2號5樓之41,劉清郎,楊書昌,劉怡君,董事長特助,2008-07-11,2016-01-06,59972230,0,0,每年,股東會,安侯建業聯合會計師事務所,陳永祥,許振隆,http://www.hoyaresort.com.tw
2740,天蔥國際股份有限公司,天蔥,30,台北市中正區館前路42號10樓,朱溥霖,朱溥霖,洪政彰,財務及會計主管,2007-02-13,2015-12-24,13952016,9138763,0,每年,股東會,安侯建業聯合會計師事務所,郭欣頤,寇惠植,http://www.mr-onion.com
2743,山富國際旅行社股份有限公司,山富,30,台北市中山區南京東路二段85號4樓,陳國森,陳宣融,李慶良,企業部副總經理,1988-05-25,2020-03-09,36011700,0,0,每年,股東會,正風聯合會計師事務所,曾國富,賴家裕,https://www.travel4u.com.tw/
2745,五福旅行社股份有限公司,五福,30,"高雄市三民區博愛一路28號2,3樓",許順富,王哲彥,蔡長霖,產品事業群副總,1988-08-22,2018-04-16,33808526,0,0,每年,股東會,勤業眾信聯合會計師事務所,張慈媛,王騰葦,www.lifetour.com.tw
2751,王座國際餐飲股份有限公司,王座,30,台北市信義區基隆路二段51號4樓之2,王耀輝,林子恒,林子恒,總經理,2015-12-14,2024-09-10,19600000,0,0,每半會計年度,董事會,勤業眾信聯合會計師事務所,劉怡青,張正修,www.kingza.com.tw
2752,豆府股份有限公司,豆府,30,台北市中山區民權東路二段42號4樓,吳柏勳,吳孟哲,蘇凡鈞,財務長,2008-01-23,2019-09-25,26693861,0,0,每年,董事會,勤業眾信聯合會計師事務所,張雅芸,林政治,https://www.tofuglobal.com/tw/home.html
2754,亞洲藏壽司股份有限公司,亞洲藏壽司,30,台北市中山區中山北路3段32號6樓及6樓之1,西川健太郎,西川健太郎,野島茂,財務長,2014-01-21,2020-09-17,46861000,0,0,每年,股東會,勤業眾信聯合會計師事務所,薛峻泯,姚勝雄,http://investor.kurasushi.tw/
2755,揚秦國際企業股份有限公司,揚秦,30,桃園市中壢區合江路16號,卓靖倫,林麗玲,蔡國憲,總經理室專案處長,2015-08-21,2020-12-16,30140000,0,0,每年,股東會,勤業眾信聯合會計師事務所,陳彥君,張青霞,http://www.youngqin.com.tw
2756,聯發國際餐飲事業股份有限公司,聯發國際,30,新北市汐止區新台五路一段95號18樓之7,鄭凱隆,劉經綸,陳聖中,國際事業總經理,2004-02-26,2022-01-14,24542820,0,0,每季,董事會,勤業眾信聯合會計師事務所,池瑞全,郭乃華,http://www.1992lianfa.com/
2916,滿心企業股份有限公司,滿心,25,新北市五股區五權六路十八號,李俊良,後藤憲二,郭建隆,副總經理,1984-06-16,2005-03-10,64626878,0,0,每年,董事會,安侯建業聯合會計師事務所,陳宜君,許淑敏,www.munsin.com.tw
2924,開曼群島宏太股份有限公司,宏太-KY,25,台北市中山區中山北路二段46號10樓,黃愛玲,段家傑,曾毓文,副總經理,2009-02-06,2011-12-02,52035934,19230760,0,每年,股東會,安侯建業聯合會計師事務所,池世欽,黃欣婷,http://www.ggalactica.com
2926,誠品生活股份有限公司,誠品生活,35,臺北市信義區松德路204號B1,吳旻潔,吳旻潔,吳立傑,財務長,2005-09-26,2013-01-30,47389650,0,0,每年,董事會,資誠聯合會計師事務所,楊蕙慈,張淑瓊,http://www.eslitespectrum.com.tw
2937,集雅社股份有限公司,集雅社,25,高雄市苓雅區中正一路265號1樓,盧乾三,謝舒閔,何政鋒,副總經理,1994-10-26,2017-06-08,39583614,0,0,每年,董事會,資誠聯合會計師事務所,廖阿甚,王駿凱,www.gseven.com.tw
2941,米斯特國際企業股份有限公司,米斯特,25,台中市西屯區市政北二路236號22樓之1,林瑞豪,林瑞達,林瑞達,總經理,2010-10-12,2024-03-20,15390000,0,0,每年,董事會,資誠聯合會計師事務所,林雅慧,吳仁杰,www.life8.com.tw
2947,振宇五金股份有限公司,振宇五金,25,台中市西屯區環中路二段27號,曾善,洪國展,洪珮芳,副總經理,2008-05-14,2021-10-06,19268600,0,0,每半會計年度,董事會,資誠聯合會計師事務所,賴志維,吳松源,www.ald.com.tw
2948,寶陞國際股份有限公司,寶陞,25,台北市信義區忠孝東路五段508號16樓,黃楷倫,黃楷倫,黃楷倫,董事長兼總經理,2016-10-03,2023-12-12,30000000,0,0,每年,董事會,安永聯合會計師事務所,林政緯,陳國帥,https://www.bausen.com/
2949,欣新網股份有限公司,欣新網,17,台北市信義區東興路45號6樓,陳德仁,黃懷恩,游偉民,財務長,2013-09-05,2023-12-15,25410000,0,0,每年,董事會,安永聯合會計師事務所,林素雯,張巧穎,https://www.hhgalaxy.com.tw/
3064,泰偉電子股份有限公司,泰偉,35,新北市三重區興德路111-1號10樓,林國泰,林佑翔,林佑翔,總經理,2000-08-02,2004-06-09,13011451,6134423,0,每年,股東會,安永聯合會計師事務所,楊弘斌,徐榮煌,www.astrocorp.com.tw
3066,李洲科技股份有限公司,李洲,2,新北市汐止區新台五路一段97號27樓,李明順,李明順(代行),李明順,董事長,1974-05-24,2004-12-02,83070612,5500000,0,每年,股東會,勤業眾信聯合會計師事務所,張至誼,洪國田,http://www.oasistek.com
3067,全域股份有限公司,全域,14,台北市內湖區瑞光路358巷38弄36號6樓之1,姚天齊,鄒景文,高維宏,協理,1973-11-22,2003-10-21,20000000,0,0,每年,股東會,國富浩華聯合會計師事務所,王家祥,卓慶全,www.twphonic.com
3071,協禧電機股份有限公司,協禧,12,屏東市橋南里工業六路東段六號,黃瑞益,劉明雄,蔡政宏,董事長室特助,1978-07-19,2004-12-30,110000000,0,0,每年,董事會,安永聯合會計師事務所,李芳文,姚世傑,http://www.adda.com.tw
3073,天方能源科技股份有限公司,天方能源,28,台北市中山區吉林路99號3樓,甘正智,甘正智,徐韋吉,協理,1991-10-22,2007-10-08,37099556,23394537,0,每年,股東會,安侯建業聯合會計師事務所,張淑瑩,潘俊名,https://www.tpenergy.com.tw
3078,僑威科技股份有限公司,僑威,13,桃園市桃園區幸福路208號13樓,潘君威,楊琇華,楊丹純,財務長,1993-10-05,2005-01-31,227391064,0,0,每年,董事會,勤業眾信聯合會計師事務所,周仕杰,龔則立,www.cwt.com.tw
3081,聯亞光電工業股份有限公司,聯亞,15,台南市善化區南科九路12號,張景溢,羅淇生,楊吉裕,財務長,1997-06-02,2015-07-22,92531177,0,0,每年,董事會,安侯建業聯合會計師事務所,蘇彥達,陳永祥,https://www.lmoc.com.tw/
3083,中華網龍股份有限公司,網龍,35,台北市南港區南港路三段四十七巷二號四樓,王俊博,呂學森,呂學森,總經理,2000-03-28,2003-12-02,86486858,0,0,每年,股東會,勤業眾信聯合會計師事務所,劉明賢,李冠豪,www.chinesegamer.net
3085,創新新零售股份有限公司,新零售,17,台北市內湖區新湖一路128巷15號6樓,李雲琴,吳李祺,李雲琴,董事長,1994-09-01,2004-03-01,69019288,62578707,0,每年,股東會,馬施云大華聯合會計師事務所,吳昆益,吳獻恩,http://www.newretail.com.tw/
3086,華義國際數位娛樂股份有限公司,華義,35,台北市內湖區行愛路141巷39號6樓,施書凱,施書凱,李俊德,財務長,1993-08-12,2004-03-29,25972429,0,0,每年,董事會,勤業眾信聯合會計師事務所,蔡宗遠,周以隆,www.wayi.net
3088,艾訊股份有限公司,艾訊,12,新北市汐止區南興路55號8樓,楊裕德,"吳偉熊, 范奇文",黃士青,資深特別助理,1990-05-11,2005-04-28,107106029,0,0,每年,董事會,資誠聯合會計師事務所,林柏全,蔡蓓華,http://www.axiomtek.com.tw
3093,台灣港建股份有限公司,港建*,14,桃園市蘆竹區南崁路2段66號5樓之4,張瑞燊,廖豐瑩,廖豐瑩,總經理,1977-06-14,2005-06-17,145155576,0,0,每年,董事會,安永聯合會計師事務所,張志銘,楊弘斌,www.tkk.com.tw
3095,及成企業股份有限公司,及成,15,新北市中和區建二路111號,張正寬,張翠雲,張宏羽,營運總經理,1973-03-23,2005-05-26,10000000,1758464,4680000,每年,股東會,安侯建業聯合會計師事務所,吳佳翰,呂莉莉,http://www.chicheng.com.tw
3105,穩懋半導體股份有限公司,穩懋,1,桃園市龜山區華亞科技園區科技七路69號,陳進財,陳國樺,曾經洲,協理,1999-10-16,2011-12-13,423940384,0,0,每年,董事會,安侯建業會計師事務所,陳雅琳,鄭博仁,www.winfoundry.com
3114,好德科技股份有限公司,好德,13,台北市松山區敦化南路一段25號6樓,陳國鴻,吳麗山,李昆正,總經理特別助理,1978-09-23,2004-03-25,65129792,0,0,每年,股東會,安永聯合會計師事務所,張巧穎,張志銘,https://www.howteh.com.tw
3115,富育榮綱股份有限公司,富榮綱,13,台北市士林區承德路四段172號7樓,承育企業管理顧問有限公司-代表人陳銘寬,羅&#26187;仁,陳銘寬,董事長,1992-08-13,2005-04-08,57197615,41947044,0,每年,股東會,霈昇聯合會計師事務所,林育雅,王新元,https://www.tscl.com.tw
3118,進階生物科技股份有限公司,進階,19,新北市汐止區康寧街169巷80號,邱春龍,葉家賢,邱春龍,董事長,1989-12-07,2008-05-21,32452860,0,0,每年,董事會,安侯建業聯合會計師事務所,楊樹芝,陳蓓琪,www.level.com.tw
3122,笙泉科技股份有限公司,笙泉,1,(30288)新竹縣竹北市台元一街8號7樓之一,溫國良,林明為,廖崇榮,副總經理,1999-06-21,2015-01-26,40764826,0,0,每年,董事會,勤業眾信聯合會計師事務所,蔡美貞,林心彤,www.megawin.com.tw
3128,昇銳電子股份有限公司,昇銳,2,桃園市八德區長興路六七三號,江添貴,蕭哲彥,蕭哲彥,總經理,1987-09-23,2006-09-04,42000000,0,0,每年,股東會,勤業眾信聯合會計師事務所,何瑞軒,張耿禧,www.hisharp.com
3131,弘塑科技股份有限公司,弘塑,14,30095新竹市香山區中華路六段89號,張鴻泰,黃富源,梁勝銓,副總經理,1993-05-07,2011-01-17,29216015,0,0,每年,董事會,資誠聯合會計師事務所,李典易,蔣承翰,https://www.gptc.com.tw/
3141,晶宏半導體股份有限公司,晶宏,1,台北市內湖區瑞光路618號4樓,徐豫東,徐豫東,徐豫東,總經理,1999-08-14,2014-03-14,75200028,0,0,每年,股東會,勤業眾信聯合會計師事務所,黃海悅,虞成全,www.ultrachip.com
3147,大綜電腦系統股份有限公司,大綜,18,高雄市左營區民族一路1163號,李志忠,曾振順,洪明和,經理,1991-10-14,2018-05-29,39006099,0,0,每年,董事會,資誠聯合會計師事務所,廖阿甚,王駿凱,http://www.jetwell.com.tw
3152,璟德電子工業股份有限公司,璟德,15,新竹縣湖口鄉新竹工業區漢陽路165號,雙德投資股份有限公司-代表人郭建文,郭建文,周賢亮,經理,1998-04-15,2008-03-24,69016200,0,0,每年,股東會,安侯建業聯合會計師事務所,呂倩慧,鄭安志,http://www.acxc.com.tw
3162,精確實業股份有限公司,精確,11,桃園市新屋區社子里二鄰中興路938號,胡白莎,胡白莎,張俊成,財務長,1991-11-25,2005-10-03,130381492,42338870,0,每年,董事會,資誠聯合會計師事務所,支秉鈞,徐明釧,www.al-alloy.com.tw
3163,波若威科技股份有限公司,波若威,15,新竹科學園區工業東九路30號3樓,鄭萬來,黃裕文,張文樵,副總經理,1998-05-18,2012-12-03,80540741,0,0,每年,董事會,資誠會計師事務所,劉倩瑜,謝智政,http://www.browave.com?@?@
3169,亞信電子股份有限公司,亞信,1,新竹科學園區新竹市新安路8號4樓,王春旗,詹勇達,王春旗,策略長,1995-05-12,2009-11-24,62926981,0,0,每年,董事會,安侯建業聯合會計師事務所,吳俊源,鄭安志,https://www.asix.com.tw
3171,炎洲流通股份有限公司,炎洲流通,25,臺北市內湖區行善路397號5樓,李其政,江文容,張詠傑,財務處處長,1990-12-03,2004-09-17,35372658,10000000,0,每年,董事會,安永聯合會計師事務所,劉榮進,謝勝安,http://www.xinchio.com
3176,基亞生物科技股份有限公司,基亞,19,台北市南港區園區街3號F棟14樓,張世忠,張世忠,江雅鈴,營運管理部副總,1999-12-31,2011-11-23,139306755,0,0,每年,股東會,安永聯合會計師事務所,郭紹彬,余倩如,http://www.medigen.com.tw
3178,公準精密工業股份有限公司,公準,1,814 高雄市仁武區五和里八德二路168號,蘇友欣,蘇虹音,蘇虹音,總經理,1978-03-27,2018-11-19,45050000,0,0,每年,股東會,資誠聯合會計師事務所,王國華,廖阿甚,www.gongin.com.tw
3188,鑫龍騰開發股份有限公司,鑫龍騰,22,高雄市鼓山區明誠四路33號,黃學藤,黃勁嘉,陳宗燦,副總經理,2000-11-24,2004-03-17,186309876,0,0,每年,董事會,勤業眾信聯合會計師事務所,劉裕祥,王兆群,https://www.gltd.com.tw/
3191,雲嘉南科技股份有限公司,雲嘉南,13,台北市中正區中華路一段7號6樓之8,陳國訓,楊本泉,黃騰威,財務長,1991-04-13,2005-04-12,43597381,16250000,0,每年,股東會,馬施云大華聯合會計師事務所,黃俊諺,郭怡倩,http://www.holdjinn.com.tw
3202,樺晟電子股份有限公司,樺晟,13,台北市南港區南港路三段50巷16號4樓,魏孝秦,魏孝秦(暫代),魏孝秦(暫代),董事長,1984-03-24,2005-07-26,129344870,12180000,0,每年,股東會,馬施云大華聯合會計師事務所,吳獻恩,黃俊諺,http://www.high-tek.com.tw
3205,佰研生化科技股份有限公司,佰研,19,台北市南港區園區街3號10樓之6,陳樂維,陳均恒,張婉妤,財務長,1998-03-16,2005-09-12,32545631,0,0,每年,股東會,安侯建業聯合會計師事務所,江曉苓,吳趙仁,http://www.naturalbiokey.com
3206,志豐電子股份有限公司,志豐,13,新北市淡水區中正東路二段69-11號10樓,張演堂,張演堂,葉方瑜,執行副總經理,1979-07-24,2007-02-08,58916621,0,0,每年,董事會,安侯建業聯合會計師事務所,黃柏淑,吳仲舜,www.kingstate.com.tw
3207,耀勝電子股份有限公司,耀勝,13,桃園市大溪區大鶯路309-28號,蘇浩熙,邱明發,蘇小慧,總管理處協理,1992-01-13,2004-11-04,66395407,4250000,0,每年,股東會,安侯建業聯合會計師事務所,潘俊名,張淑瑩,www.top-nation.com
