stock_symbol,company_name,abbreviation,sector_id,address,chairman,general_manager,spokesperson,spokesperson_title,founding_date,otc_listed_date,outstanding_common_shares,private_placement_common_shares,preferred_shares,common_stock_dividend_frequency,common_stock_dividend_decision_level,accounting_firm,accountant_1,accountant_2,website
3675,德微科技股份有限公司,德微,1,新北市深坑區北深路三段155巷17號6樓,張恩傑,張恩傑,邱桂堂,永續辦公室資深經理,1995-08-16,2012-06-29,54703923,0,0,每年,股東會,勤業眾信聯合會計師事務所,劉怡青,吳世宗,www.eris.com.tw
3680,家登精密工業股份有限公司,家登,1,新北市土城區中央路4段2號9樓之5,邱銘乾,林添瑞,朱佳琳,專案經理,1998-03-20,2011-08-31,96039239,0,0,每半會計年度,董事會,勤業眾信會計師事務所,曾建銘,王攀發,http://www.gudeng.com
3684,榮昌科技股份有限公司,榮昌,15,23145新北市新店區寶橋路233-2號8F,陳家榮,洪健文,郭尚仁,執行副總,1995-06-12,2014-03-28,30001674,0,0,每年,股東會,資誠聯合會計師事務所,吳偉豪,鄭雅慧,http://www.grand-tek.com
3685,元創精密車業股份有限公司,元創精密,11,台中市西屯區朝富路213號4樓之7,江凱量,張明弘,張明弘,總經理,1983-09-27,2010-12-08,79574000,0,0,每年,股東會,安永聯合會計師事務所,黃子評,&#20931;清淵,Http://www.tradetools.com.tw
3687,茂為歐買尬數位科技股份有限公司,歐買尬,17,台北市南港區成功路一段50號3樓,羅士博,羅士博,羅士博,總經理,1999-10-18,2011-01-11,30059572,0,0,每年,董事會,廣信益群聯合會計師事務所,黃健豪,彭&#32137;娟,http://www.macrowell.com.tw/
3689,湧德電子股份有限公司,湧德,13,桃園市蘆竹區內溪路68巷13號2樓,陳伯榕,陳旻徹,李永銘,財務長,2005-03-18,2012-10-18,83570352,0,0,每年,董事會,勤業眾信聯合會計師事務所,尤盟貴,陳薔旬,https://www.ude-corp.com
3691,碩禾電子材料股份有限公司,碩禾,2,303新竹縣湖口鄉中華路122-18號,陳繼明,黃文瑞,陳繼明,董事長,2003-07-11,2010-11-18,91883420,12686000,0,每年,股東會,勤業眾信聯合會計師事務所,&#28201;智源,張雅芸,www.gigasolar.com.tw
3693,營邦企業股份有限公司,營邦,12,(338)桃園市蘆竹區大興路20巷19弄9號,梁順營,梁順營,錢靜怡,財務部經理,1996-05-03,2013-11-27,42990694,0,0,每年,股東會,勤業眾信會計師事務所,周仕杰,李穗青,www.aicipc.com
3707,漢磊科技股份有限公司,漢磊,1,新竹科學園區新竹縣寶山鄉創新一路18號1樓,徐建華,劉燦文,范桂榮,副總經理,2014-10-01,2014-10-01,383222653,50000000,0,每年,董事會,資誠聯合會計師事務所,李典易,謝智政,https://www.episil.com
3709,鑫聯大投資控股股份有限公司,鑫聯大投控,12,台北市南港區經貿二路189號22樓,黃偉祥,張文忠,曹鈞傑,財會管理處處長,2017-09-01,2017-09-01,125569450,0,0,每年,股東會,資誠聯合會計師事務所,黃珮娟,林一帆,www.TrigoldHoldings.com
3710,連展投資控股股份有限公司,連展投控,13,新北市新店區寶興路45巷9弄2號3樓,林肇聰,陳鴻儀,陳志斌,副總經理,2017-12-29,2017-12-29,287250734,0,0,每年,股東會,資誠聯合會計師事務所,吳仁杰,林永智,www.acon-holding.com
3713,新晶投資控股股份有限公司,新晶投控,28,新竹縣竹北市復興二路193號3樓之一,資三德,資三德,劉財能,財務主管,2020-02-27,2020-02-27,78090000,5500000,0,每年,股東會,安侯建業聯合會計師事務所,楊樹芝,陳蓓琪,www.hsinjing-holding.com.tw
4102,永日化學工業股份有限公司,永日,19,台中市大甲區日南里幼獅路59、61號,林青煌,林青煌,林青煌,董事長,1978-06-08,2001-03-20,42373443,0,0,每年,股東會,資誠聯合會計師事務所,賴志維,洪淑華,http://www.yungzip.com
4105,台灣東洋藥品工業股份有限公司,東洋,19,台北市南港區園區街3-1號3樓,林全,侯靜蘭,張國江,財務長,1960-07-22,2001-09-27,248649959,0,0,每年,董事會,安侯建業聯合會計師事務所,韓沂璉,張淑瑩,www.tty.com.tw
4107,邦特生物科技股份有限公司,邦特,19,台北市104中山區長安東路一段23號5樓之6,李明忠,林進隆,黃繹中,財務長,1991-11-13,2002-03-04,69298336,0,0,每年,董事會,安侯建業聯合會計師事務所,鄭博仁,黃明宏,https://www.bioteq.com.tw/zh-tw
4109,加捷生醫股份有限公司,加捷生醫,19,高雄市三民區九如一路61號3樓,翁重鈞,曾茗絹,林慶弘,財務部副總經理,1995-05-06,2002-08-08,118736681,31602441,0,每年,股東會,資誠聯合會計師事務所,吳建志,王國華,https://www.jiajiebio.com
4111,濟生醫藥生技股份有限公司,濟生,19,新竹縣湖口鄉實踐路3號,蘇東茂,蘇東茂,黃惠珍,財務協理,1962-10-06,1999-03-06,56982985,0,0,每年,股東會,安永聯合會計師事務所,胡慎緁,楊雨霓,www.cscp.com.tw/index.php
4113,聯上實業股份有限公司,聯上,22,高雄市左營區富國路185號17樓之2,蘇永義,蘇永義,呂信杰,開發部副總經理,1998-02-11,2003-07-22,231138137,0,0,每年,股東會,廣信益群聯合會計師事務所,梁宏瑋,翁子霖,http://kh.vvvvv.com.tw
4114,健喬信元醫藥生技股份有限公司,健喬,19,台北市內湖區內湖路1段396號11樓,林智暉,林智暉,暫缺待補,暫缺待補,1970-08-25,2003-05-12,464341487,0,0,每年,董事會,勤業眾信聯合會計師事務所,何瑞軒,陳招美,http://www.synmosa.com.tw
4116,明基三豐醫療器材股份有限公司,明基醫,19,台北市內湖區洲子街46號7樓,陳其宏,管新寶,吳淑晴,協理,1989-03-21,2015-12-16,44566000,0,0,每年,董事會,安侯建業聯合會計師事務所,許詩淳,唐慈杰,www.BenQMedicalTech.com
4120,友華生技醫藥股份有限公司,友華,19,台北市北投區承德路六段 128 號 13 樓,蔡正弘,蔡孟霖,陳遠甫,總經理特助,1982-06-16,2003-11-05,86747119,0,0,每年,股東會,勤業眾信聯合會計師事務所,吳怡君,陳昭宇,www.oep.com.tw
4121,優盛醫學科技股份有限公司,優盛,19,北市內湖區港墘路189號12樓,劉志平,劉志平,張淑娟,財務部副總經理,1988-11-02,2003-07-25,85491045,0,0,每年,股東會,安侯建業聯合會計師事務所,陳宗哲,張淑瑩,www.rossmax.com
4123,晟德大藥廠股份有限公司,晟德,19,台北市南港區園區街3之2號7樓,王素琦,許瑞寶,林秀月,董事長室協理,1959-11-04,2003-10-07,724976832,42155071,0,每年,股東會,富鋒聯合會計師事務所,鄭忠昊,紀嘉祐,www.centerlab.com.tw
4126,太平洋醫材股份有限公司,太醫,19,新竹科學園區苗栗縣銅鑼鄉九湖村銅科二路8號,鍾安婷,江孟洸,王昱婷,總經理室特別助理,1977-08-06,2004-02-09,72600000,0,0,每年,股東會,勤業眾信聯合會計師事務所,姚勝雄,薛峻泯,http://www.pahsco.com.tw
4127,天良生物科技企業股份有限公司,天良,19,新北市汐止區大同路一段147號9樓,詹漢山,沈錫聰,郭俊雄,財務處經理,1971-04-22,2005-07-29,45760000,0,0,每年,股東會,正風聯合會計師事務所,賴家裕,賴永吉,www.tlb.com.tw
4128,中天生物科技股份有限公司,中天,19,台北市南港區園區街3號18樓之1,陳振文,陳振文,陳菀均,研發中心副總經理,2000-05-03,2006-06-09,588170597,0,0,每年,董事會,勤業眾信聯合會計師事務所,鄭欽宗,邱盟捷,http://twmicrobio.com/
4129,聯合骨科器材股份有限公司,聯合,19,新竹市科學工業園區園區二路57號,林延生,林德堅,彭友杏,副總經理,1993-03-05,2004-09-29,96436704,0,0,每年,董事會,安永聯合會計師事務所,林世寰,徐榮煌,https://tw.unitedorthopedic.com/
4130,健亞生物科技股份有限公司,健亞,19,新竹縣湖口鄉工業一路一號,陳正,朱佳真,蔣維民,行政處 資深處長,1993-03-24,2012-01-12,112657127,0,0,每年,董事會,資誠聯合會計師事務所,劉倩瑜,鄭雅慧,www.genovate-bio.com
4131,浩泰精準股份有限公司,浩泰,19,台南市東區龍山里林森路一段395號9樓之8,周鼎茂,紀文勝,紀文勝,總經理,1998-10-22,2004-04-09,39500000,27990004,0,每年,股東會,勤業眾信聯合會計師事務所,楊朝欽,李季珍,www.neocore.com.tw
4138,曜亞國際股份有限公司,曜亞,19,新北市中和區中正路880號14樓,傅輝東,吳國龍,吳國龍,總經理,2003-10-09,2010-12-29,36300000,0,0,每年,董事會,安侯建業聯合會計師事務所,郭柔蘭,江曉苓,http://www.dmttw.com.tw/
4139,馬光保健控股股份有限公司,馬光-KY,19,"P.O. Box 61, Harbour Centre, George Town, Grand Cayman",黃博聞,于倩,于倩,總經理,2009-07-14,2011-04-29,42549911,0,0,每年,股東會,安永聯合會計師事務所,陳政初,姚世傑,https://mk-healthcare.com/
4147,中裕新藥股份有限公司,中裕,19,台北市內湖區瑞光路607號3樓,張念原,張金明,張念原,董事長,2007-09-05,2015-11-23,273119225,0,0,每年,股東會,勤業眾信聯合會計師事務所,王浚宇,陳彥君,http://www.tmb.com.tw
4153,鈺緯科技開發股份有限公司,鈺緯,19,新北市中和區中山路2段351號9樓,黃漢州,劉淑琪,麥聖御,副總經理,1995-04-11,2013-05-23,60090591,20856222,0,每年,董事會,勤業眾信聯合會計師事務所,邵志明,黃國寧,http://www.diva.com.tw/
4154,樂威科股份有限公司,樂威科-KY,33,"P.O. Box 31119 Grand Pavilion,Hibiscus Way,802 West Bay Road",傅俊超,王政隆,張文蒨,財務長,2010-08-09,2011-12-28,32327620,18846578,0,每年,股東會,建昇財稅聯合會計師事務所,林泰宇,陳姿勻,https://www.raku-tec.com.tw/
4157,太景醫藥研發控股股份有限公司,太景*-KY,19,中華民國台灣台北市內湖區新明路138號7樓,黃國龍,張俐雯,黃國龍,董事長,2005-09-15,2014-01-17,717841475,0,0,每年,股東會,勤業眾信聯合會計師事務所,李協昌,黃惠敏,http://www.taigenbiotech.com/
4160,訊聯基因數位股份有限公司,訊聯基因,19,台北市內湖區新湖一路36巷28號6樓,張漢東,康清原,康清原,總經理,2008-11-21,2012-09-17,26690334,0,0,每年,股東會,資誠聯合會計師事務所,黃珮娟,鄧聖偉,www.GGA.Asia
4161,聿新生物科技股份有限公司,聿新科,19,350苗栗縣竹南鎮公館里中華南路188號,楊金昌,楊金昌,涂耀仁,竹科分公司執行長,1999-06-01,2013-06-26,52940889,0,0,每年,董事會,資誠聯合會計師事務所,劉倩瑜,江采燕,http://www.bioptik.com.tw
4162,智擎生技製藥股份有限公司,智擎,19,台北市民生東路3段10號11樓,許璋瑤,王宏仁,張麒星,副總經理,2002-08-12,2012-09-18,145677640,0,0,每年,股東會,資誠聯合會計師事務所,游淑芬,梁華玲,https://www.pharmaengine.com
4163,鐿鈦科技股份有限公司,鐿鈦,19,台中市南屯區文山里精科路9號,鍾兆塤,林俊男,陳雅玲,財務部經理,2004-10-21,2012-11-15,49719643,0,0,每年,董事會,勤業眾信聯合會計師事務所,吳少君,蘇定堅,www.intai.com.tw
4167,松瑞製藥股份有限公司,松瑞藥,19,744094南部科學園區台南市新市區南科六路1號,漢友財務管理顧問股份有限公司代表人李香雲,陳志芳,林國瑋,協理,2004-01-30,2015-09-08,317399107,0,0,每年,董事會,勤業眾信聯合會計師事務所,鄭旭然,謝東儒,http://www.saviorlifetec.com.tw/zh/
4168,台灣醣聯生技醫藥股份有限公司,醣聯,19,新北市汐止區新台五路一段97號8樓,張東玄,楊玫君,呂耀華,副總經理,2001-02-01,2012-12-18,108640133,3036000,0,每年,董事會,資誠聯合會計師事務所,鄧聖偉,顏裕芳,http://www.glyconex.com.tw/
4171,瑞基海洋生物科技股份有限公司,瑞基,34,407台中市西屯區中部科學園區科園二路19號,劉正忠,鍾德豫,傅俞燕,董事長特別助理,2004-11-12,2014-08-14,57457469,0,0,每年,董事會,安侯建業聯合會計師事務所,江家齊,吳佳翰,www.genereach.com
4173,久裕企業股份有限公司,久裕,19,新北市中和區中正路880號14樓之5,張明正,彪士偉,彪士偉,總經理,1980-06-02,2013-10-31,74574355,0,0,每年,董事會,安侯建業聯合會計師事務所,郭柔蘭,江曉苓,http://www.arich.com.tw
4174,台灣浩鼎生技股份有限公司,浩鼎,19,(115011)台北市南港區忠孝東路7段508號6樓,梁賡義,王慧君,王慧君,執行長,2002-04-29,2015-03-23,263159374,0,0,每年,股東會,資誠聯合會計師事務所,鄧聖偉,梁華玲,https://www.obipharma.com
4175,杏一醫療用品股份有限公司,杏一,19,(33375)桃園市龜山區復興一路361號5樓,陳麗如,蔡德忠,王定睿,協理,1992-05-07,2014-04-23,42323307,0,0,每年,股東會,勤業眾信聯合會計師事務所,池瑞全,蔡宗遠,http://www.medfirst.com.tw/
4183,福永生物科技股份有限公司,福永生技,19,(30076)新竹科學園區新竹縣寶山鄉研發三路8號,郭鳳琳,卓振輝,卓振輝,總經理,2002-10-22,2017-03-09,23800000,0,0,每年,董事會,勤業眾信聯合會計師事務所,梁盛泰,何瑞軒,https://www.epsbio.com.tw/
4188,安克生醫股份有限公司,安克,19,台北市復興北路167號5樓,李伊俐,李伊俐,李伊俐,董事長暨總經理,2008-12-26,2015-03-24,63332900,0,0,每年,股東會,安永聯合會計師事務所,余倩如,張巧穎,https://www.amcad.com.tw/
4192,杏國新藥股份有限公司,杏國,19,宜蘭縣冬山鄉中山村中山路84號,李志文,王惠弘,王惠弘,總經理,2008-06-26,2014-10-28,35164500,12078511,0,每年,股東會,國富浩華聯合會計師事務所,林金鳳,周伯儒,http://www.syncorebio.com
4198,欣大健康投資控股股份有限公司,欣大健康,19,台北市內湖區新湖一路85號7樓,李沛霖,林國棟,林國棟,總經理,2013-01-07,2014-12-23,24108000,15600000,0,每年,股東會,資誠聯合會計師事務所,鄧聖偉,蔡亦臺,www.swissray.com
4205,中華食品實業股份有限公司,中華食,8,高雄市大樹區龍目路110-6號,陳冠呈,柯碧蘭,柯碧蘭,總經理,1980-05-08,1999-01-31,88772026,0,0,每年,股東會,資誠聯合會計師事務所,廖阿甚,王國華,http://www.herngyih.com.tw/
4207,環泰企業股份有限公司,環泰,8,桃園市蘆竹區南崁路265號5樓,康永明,康智量,梁培菁,財務主管,1984-07-25,2000-01-21,198538008,0,0,每年,董事會,勤業眾信聯合會計師事務所,翁博仁,蔡宗遠,www.fructose.com.tw
4303,信立化學工業股份有限公司,信立,4,台南市學甲區興業路99號,張祐銘,鄭毓棠,鄭毓棠,總經理,1973-06-22,1999-03-10,78837764,0,0,每年,董事會,安侯建業聯合會計師事務所,許振隆,高鈺倫,http://www.hsinli.com.tw
4304,勝昱科技股份有限公司,勝昱,4,台北市內湖區港漧路221巷33號9樓,侯信立,侯信立,朱國廷,董事長室特別助理,1982-12-03,2000-01-27,36038065,22301445,0,每年,股東會,冠恆聯合會計師事務所,張進德,朱淑梅,www.sunvic.com.tw
4305,世坤塑膠股份有限公司,世坤,4,台南市麻豆區麻口里麻工三路125號、127號,林璋賦,陳俊成,陳俊成,總經理,1986-10-07,2000-09-28,55014000,0,0,每年,股東會,資誠聯合會計師事務所,田中玉,葉芳婷,https://www.shihkuen.com/zh-TW
4401,東隆興業股份有限公司,東隆興,27,新北市板橋區三民路二段31號19樓,游志成,游榮利,彭武譽,稽核室協理,1961-08-14,1996-05-09,122692012,0,0,每年,股東會,大師聯合會計師事務所,謝婉麗,張蔚誠,http://www.tloong.com.tw
4402,郡都開發股份有限公司,郡都開發,27,高雄市前金區中正四路151號9樓之1,唐承,唐銘,唐承,董事長,1970-04-03,1997-07-23,67991830,22000000,0,每年,董事會,國富浩華聯合會計師事務所,&#63969;青霖,蔡淑滿,http://j-d.com.tw/home
4406,新昕纖維股份有限公司,新昕纖,27,台北市長安西路289號10樓之4,莊育霖,莊晉嘉,莊晉嘉,總經理,1980-04-29,1999-01-14,51912000,0,0,每年,股東會,安侯建業聯合會計師事務所,郭仰倫,謝秋華,www.hsinsin.com.tw
4413,飛寶企業股份有限公司,飛寶企業,27,新北市三重市新北大道二段252號8樓,蔡煌瑯,韓佳芳(暫代),蔡煌瑯,董事長,1987-10-30,1999-07-29,31314689,20950000,0,每年,股東會,廣信益群聯合會計師事務所,陳昱廷,彭&#32137;娟,www.estga.com
4416,三圓建設股份有限公司,三圓,22,(104)台北市南京東路二段96號8樓,王雅麟,白昌明,王朝平,副總經理,1979-12-30,2000-05-06,73586213,0,0,每年,股東會,集智聯合會計師事務所,林書銘,張俊德,http://www.shanyuan.com.tw
4417,金洲海洋科技股份有限公司,金洲,27,屏東縣新園鄉港西村興安路12號,陳加仁,陳加仁,羅國榮,協理,1973-12-24,2000-11-07,83971399,0,0,每年,股東會,勤業眾信聯合會計師事務所,張慈媛,吳秋燕,https://www.king-net.com.tw
4419,皇家國際美食股份有限公司,皇家美食,30,臺南市安平區永華路2段248號15樓之6,吳美慧,黃于嘉,吳美慧,董事長,1991-09-07,2001-06-26,169163133,157380000,0,每年,股東會,安侯建業聯合會計師事務所,高鈺倫,張淑瑩,www.tsgkh.com.tw/
4420,光明絲織廠股份有限公司,光明,27,台北市內湖區瑞光路607號7樓,詹正田,李業振,李業振,總經理,1966-06-22,2002-04-18,40455000,0,0,每半會計年度,董事會,安侯建業聯合會計師事務所,潘俊名,張淑瑩,www.kwangming.com
4430,耀億工業股份有限公司,耀億,33,彰化縣和美鎮彰美路六段334號,王昭仁,王贊景,陳伯瑄,副總經理,1973-11-23,2011-06-09,56273609,0,0,每年,股東會,資誠會計師事務所,吳松源,王玉娟,http://www.yaoi.com.tw/
4432,銘旺實業股份有限公司,銘旺實,27,新北市五股區中興路一段6號9樓之5,陳盈璇,呂清裕,陳炳欽,財會經理,1986-02-15,2012-11-26,50589000,0,0,每年,股東會,資誠聯合會計師事務所,黃金連,李秀玲,http://www.haksport.com/
4433,興采實業股份有限公司,興采,27,新北市新莊區五權二路10號1樓,陳國欽,黃松筠,王淑芬,副總經理,1989-03-14,2014-11-03,61299774,0,0,每年,董事會,資誠聯合會計師事務所,葉翠苗,黃世鈞,www.singtex.com
4442,開曼群島商竣邦國際股份有限公司,竣邦-KY,27,新北市中和區建一路186號14樓之4/H棟,高振芳,蕭志偉,張兆民,營運副總經理,2021-07-27,2023-11-29,27942938,0,0,每年,董事會,勤業眾信聯合會計師事務所,虞成全,梁盛泰,https://www.jb-group.com.tw
4502,健信科技工業股份有限公司,健信,11,彰化縣線西鄉彰濱東一路3號,吳明燦,吳明燦,吳明燦,總經理,1978-06-20,1995-12-12,57469686,7361000,0,每年,股東會,資誠聯合會計師事務所,王玉娟,吳松源,www.rostawheels.com.tw
4503,金雨企業股份有限公司,金雨,11,彰化市延和里埔內街411巷101號,卓政懋,卓政輿,卓政懋,董事長,1980-06-21,1996-12-19,78313326,27050000,0,每年,股東會,安永聯合會計師事務所,黃靖雅,黃子評,www.alona.com.tw
4506,崇友實業(股)公司,崇友,11,北市南京東路二段88號13樓,唐伯龍,游本立,郭啟文,經理,1974-05-30,1997-12-06,177012000,0,0,每年,股東會,安永聯合會計師事務所,徐榮煌,劉榮進,http://www.gfc.com.tw
4510,高鋒工業股份有限公司,高鋒,11,台中市大雅區科雅路16號,林炎輝,陳振中,陳振中,總經理,1979-02-03,1998-02-24,108010689,0,0,每年,股東會,國富浩華聯合會計師事務所,張福郎,王戊昌,www.kafo.com.tw
4513,福裕事業股份有限公司,福裕,11,彰化縣伸港鄉興工路34號,林聰麟,董上裕,張順福,財務協理,1978-04-13,1998-03-25,114361921,32100000,0,每年,股東會,安永聯合會計師事務所,陳政初,洪國森,www.chevaliertw.com
4523,永彰科技股份有限公司,永彰,11,桃園市觀音區崙坪里8鄰崙坪140號,顏明宏,林柏青,江威龍,策略長兼董事長特助,1987-05-04,1999-11-22,65078000,0,0,每年,股東會,安永聯合會計師事務所,王慕凡,黃建澤,www.everbrite.com.tw
4527,(方方土)霖冷凍機械股份有限公司,方方土霖,11,高雄市梓官區赤崁北路300號,曾仲國,曾仲國,蘇麗玲,財務部協理,1988-04-05,2000-09-28,76152370,0,0,每年,董事會,資誠聯合會計師事務所,吳建志,王駿凱,www.kuenling.com.tw
4528,江興鍛壓工業股份有限公司,江興鍛,11,台中市西屯區協和里協和南巷3-1號,江木山,莊懷煙,郭永義,財務協理,1980-09-05,2001-02-12,84165695,0,0,每年,董事會,安永聯合會計師事務所,黃宇廷,陳明宏,http://www.ch-forging.com.tw
4529,淳紳股份有限公司,淳紳,33,台北市大安區光復南路632號4樓,沈瑋,藍靜嫻(代理),彭長鳳,經理,1987-11-03,2001-05-04,84549096,32926082,0,每年,董事會,信永中和聯合會計師事務所,吳佳鴻,姚毓琳,www.eptech.tw
4530,宏易創新國際股份有限公司,宏易,30,新北市林口區公園路203號4樓之1及之2,陳冠瑋,李靜綺,李修瀚,財務經理,1984-09-12,2001-04-30,69437276,37025000,0,每年,股東會,安侯建業聯合會計師事務所,張淑瑩,潘俊名,www.honyigroup.com
4533,協易機械工業股份有限公司,協易機,11,桃園市龜山區南上路446號,郭雅慧,李丞偉,李丞偉,總經理,1982-03-02,2002-04-26,158434110,0,0,每年,董事會,勤業眾信聯合會計師事務所,謝建新,翁博仁,www.seyi.com
4534,慶騰精密科技股份有限公司,慶騰,11,苗栗縣頭份市中華路487巷20號,王瑞甫,王興威,王興威,總經理,1993-02-23,2003-03-31,86788948,0,0,每年,董事會,安永聯合會計師事務所,陳國帥,鄭清標,www.trinity-ptc.com
4535,至興精機股份有限公司,至興,11,彰化縣伸港鄉全興工業區工八路3號,吳崇儀,吳宗明,劉美娘,經理,1988-03-17,2003-04-16,75661740,0,0,每年,股東會,富鋒聯合會計師事務所,吳金地,紀嘉祐,www.fineblanking.com.tw
4538,大詠城機械股份有限公司,大詠城,11,(50544)彰化縣鹿港鎮鹿工南六路23號,謝順民,謝宜軒,簡安琪,副理,1980-01-10,2019-01-15,58772991,0,0,每年,股東會,資誠會計師事務所,賴志維,劉美蘭,www.wsmc.com.tw
4541,晟田科技工業股份有限公司,晟田,33,高雄市路竹區北嶺二路11號,謝永昌,黃寶文,黃(方方土)宇,協理,1991-08-15,2014-07-22,67647068,0,0,每年,董事會,資誠聯合會計師事務所,吳建志,王國華,www.maicl.com
4542,科嶠工業股份有限公司,科嶠,13,桃園市龜山區明興街308號,吳明致,林豐正,吳明致,董事長,2000-03-27,2014-08-25,32285400,0,0,每年,股東會,資誠聯合會計師事務所,黃世鈞,林佳鴻,http://www.asianeotech.com
4543,萬在工業股份有限公司,萬在,11,台南市關廟區中山路二段260號,萬正乾,萬正乾,郭慈媛,財務會計處處長,1984-05-07,2016-03-15,59772300,0,0,每年,董事會,安永聯合會計師事務所,姚世傑,洪國森,http://www.manzai.com.tw
4549,桓達科技股份有限公司,桓達,11,新北市土城工業區自強街16號,吳清德,吳定國,許碧雲,特別助理,2003-01-30,2014-11-27,55884750,0,0,每年,股東會,勤業眾信聯合會計師事務所,陳重成,梁盛泰,http://www.fine-tek.com
4550,長佳機電工程股份有限公司,長佳,11,台北市內湖區基湖路10巷1號8樓,王才翔,吳陽明,吳陽明,總經理,1993-05-17,2015-03-18,37838783,0,0,每年,股東會,勤業眾信聯合會計師事務所,陳彥君,王浚宇,http://www.changjia.com.tw
4554,橙的電子股份有限公司,橙的,14,台中市中部科學工業園區科雅路29號5樓,許欽堯,許欽堯,陳奕儒,財務及會計主管,2005-01-20,2016-08-05,23298641,0,0,每年,股東會,安永聯合會計師事務所,黃宇廷,&#20931;清淵,www.orange-electronic.com
4556,旭然國際股份有限公司,旭然,33,雲林縣斗六市科加六路15號,何兆全,何宜瑾,何宜瑾,總經理,1985-11-05,2015-12-22,42302840,0,0,每年,股東會,資誠聯合會計師事務所,林永智,蔡蓓華,https://www.filtrafine.com.tw
4558,寶緯工業股份有限公司,寶緯,11,彰化縣北斗鎮財神路30號,詹&#21234;霖,詹&#21234;國,詹俊毅,副總經理,1989-03-09,2022-03-17,50000000,0,0,每年,董事會,勤業眾信聯合會計師事務所,蘇定堅,蔣淑菁,http://www.alformer.com.tw
4561,健椿工業股份有限公司,健椿,11,彰化縣線西鄉彰濱工業區彰濱東七路16號,世大茂投資股份有限公司,葉展碩,蘇朝慶,財務長,1983-12-14,2018-06-11,58521619,0,0,每年,股東會,安侯建業聯合會計師事務所,陳政學,陳燕慧,www.kenturn.com.tw
4563,百德機械股份有限公司,百德,11,台中市大甲區幼獅工業區工六路3號,謝瑞木,謝天昕,謝天昕,總經理,1991-05-23,2018-07-12,54950000,0,0,每年,董事會,安侯建業聯合會計師事務所,吳俊源,張字信,www.quaser.com
4568,科際精密股份有限公司,科際精密,11,新北市中和區建康路6號5樓,張智,張智,陳英毅,財務副總經理,2014-03-19,2018-10-03,31860125,0,0,每年,董事會,安侯建業聯合會計師事務所,吳政諺,蔡佩汝,https://www.koge.com/?nclang=T
4577,達航科技股份有限公司,達航科技,14,台中市大甲區日南里工一路21號,金谷保彥,孫逸敏,孫逸敏,總經理,1991-02-25,2022-06-14,49137998,0,0,每年,股東會,勤業眾信聯合會計師事務所,周仕杰,方涵妮,www.ofunatech.com
4580,捷流閥業股份有限公司,捷流閥業,11,新北市土城區中山路九號,楊大中,錢佩玲,李文彬,財務經理,1980-06-27,2020-01-06,46803109,0,0,每年,股東會,勤業眾信聯合會計師事務所,莊文源,陳致源,www.valuevalves.com
4584,君帆工業股份有限公司,君帆,11,台南市永康區永科環路118號,胡進財,胡正杰,楊宜蓁,財務主管,1983-04-27,2022-10-05,30002400,0,0,每年,股東會,資誠聯合會計師事務所,葉芳婷,田中玉,https://jfc.co.com/zh-hant
4609,唐鋒實業股份有限公司,唐鋒,25,桃園市中壢區南園路2-20號,李振吉,周文洪,簡麗貞,經理,1976-07-12,2000-05-19,47946820,0,0,每年,股東會,安侯建業聯合會計師事務所,許淑敏,吳趙仁,www.airlux.com.tw
4702,中美聯合實業股份有限公司,中美實,25,台北市大安區敦化南路二段七十六號十二樓,王宣懿,廖椿沄,王志國,課長,1964-01-09,1995-04-21,72333200,0,0,每年,股東會,資誠聯合會計師事務所,阮呂曼玉,馮敏娟,http://www.aicgroup.com.tw
4706,大恭化學工業股份有限公司,大恭,3,台北市南港區八德路四段778號7樓,鄧加惠,張榮華,潘進富,主任,1966-04-20,1998-04-17,79030093,0,0,每年,股東會,國富浩華聯合會計師事務所,謝仁耀,蔡淑滿,www.tkc.com.tw?@?@
4707,磐亞股份有限公司,磐亞,3,台北市新生南路一段50號11樓,王貴賢,王皆誼,王皆誼,總經理,1982-04-06,1998-05-20,403715270,0,0,每年,股東會,勤業眾信會計師事務所,劉書琳,王攀發,http://www.pacc.com.tw
4711,永純化學工業股份有限公司,永純,3,台北市松江路168號11樓,蔡慶芳,林誠謙,盧永順,副理,1965-07-31,1999-02-24,61056000,0,0,每年,股東會,勤業眾信聯合會計師事務所,翁博仁,郭乃華,www.yschem.com
4714,永捷創新科技股份有限公司,永捷,3,台南市安定區安加里258之26號,張祐銘,黃南豪,黃南豪,總經理,1991-08-29,2000-03-27,177886188,0,0,每半會計年度,董事會,安侯建業聯合會計師事務所,許振隆,高鈺倫,http://www.u-best-inno.com/
4716,大立高分子工業股份有限公司,大立,3,高雄市永安區永工二路18號,洪玉婷,楊文忠,洪玉婷,董事長,1970-07-21,2000-03-27,89504446,4600000,0,每年,股東會,安永聯合會計師事務所,洪國森,陳政初,www.daily-polymer.com
4721,美琪瑪國際股份有限公司,美琪瑪,3,桃園市觀音區草漯里大同一路1號,嚴隆財,嚴文志,嚴文志,總經理,1992-06-30,2001-03-09,74986304,0,0,每年,董事會,勤業眾信聯合會計師事務所,邱鏞銘,許晉銘,www.mechema.com
4726,永昕生物醫藥股份有限公司,永昕,19,新竹科學園區新竹縣竹北市生醫二路66號7樓,陳佩君,陳佩君,陳佩君,董事長兼總經理,2001-09-28,2013-12-25,207006900,68000000,0,每年,股東會,富鋒聯合會計師事務所,紀嘉祐,鄭忠昊,https://www.mycenax.com
